tweetcreatedts,username,text,retweet_count,like
2022-02-21 22:46:45,1626Kodim,"Usaha Pencegahan dan Penanganan Penularan Virus Covid-19 di Wilayah Kecamatan Tembuku.

@Korem163Wsa @Kodam9Udayana @TNI_AD @Puspen_TNI @Bangli @Bali #TNI_AD #disiplinprokes #vaksinasicovid19 #bersamarakyattnikuat #infobabinsa https://t.co/t7hDVV3sRJ",0,0
2022-02-21 22:46:39,detikcom,Kapan warna hitam di PeduliLindungi berubah? Pertanyaan ini seringkali muncul setelah masyarakat yang terpapar COVID-19 dinyatakan sembuh. https://t.co/NPH06Q68oX,5,9
2022-02-21 22:46:38,aan_muba,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:45:28,Gambia_bot,"Halo #sahabatkemlu dan #sahabatdakar, berikut disampaikan perkembangan kasus COVID-19 di 8 Negara Akreditasi KBRI Dakar (Senegal, Cabo Verde, Guinee, Guinea-Bissau, Gambia, Mali, Pantai Gading, Sierra Leone), per tanggal 21 Februari 2022.

#negaramelindungi #negarahadir #pwni https://t.co/SDpwY6zPxB",4,0
2022-02-21 22:45:12,kingeviebum,"#Terpopuler Air kelapa terkenal dengan segudang manfaat sehatnya, terutama untuk hidrasi tubuh. Tapi, bolehkah minum air kelapa usai suntik vaksin COVID-19? https://t.co/yBdXTpk9DY",2,0
2022-02-21 22:44:31,JaPenWPKL,"🔶 Perumahan Polis Desa Aman 2

Fokus Penyampaian Maklumat :
📌 Nasihat kesihatan KKM 
📌 Langkah-langkah melindungi diri daripada varian Omicron
📌 Kepentingan dos penggalak vaksin COVID-19
📌 TRIIS - Penilaian kendiri COVID-19 
📌 Kempen Putuskan Rantaian COVID-19 https://t.co/RDcXaV6hVl",8,10
2022-02-21 22:43:40,LaingenLisa,"Halo #sahabatkemlu dan #sahabatdakar, berikut disampaikan perkembangan kasus COVID-19 di 8 Negara Akreditasi KBRI Dakar (Senegal, Cabo Verde, Guinee, Guinea-Bissau, Gambia, Mali, Pantai Gading, Sierra Leone), per tanggal 21 Februari 2022.

#negaramelindungi #negarahadir #pwni https://t.co/SDpwY6zPxB",4,0
2022-02-21 22:43:15,Aprilia_wiji,"@NabilaAr__ @erickthohir @RatuCebong @LokoJoyo81 @Yanti77449514 @its_funnie @seruanhl @chaterine_8 @al_lasan @cherry_bg @tonaytoni1 Menurut Menteri BUMN Erick Thohir  8 jt diaspora kita di seluruh dunia hrs jadi modal Bank BNI dlm kepentingan dlm ekosistem bisnis internasional
Kekuatan diaspora dpt menjadi faktor kunci dlm pemulihan ekonomi pasca Covid-19
#DenganETMerdekaBerdaulat 
https://t.co/QFeZmq3xiG https://t.co/R5NL6faGc6",10,0
2022-02-21 22:43:09,Nadaazmin,Dukacita dimaklumkan saya dan pegawai saya telah disahkan positif Covid-19 dan seluruh warga kerja Pusat Khidmat DUN Ketari kini sedang menjalani kuarantin kendiri. Saya bagi pihak Pusat Khidmat DUN Ketari ingin memohon maaf di atas segala segala kesulitan dan saya memohon kepada https://t.co/vJKKtbaEU5,175,0
2022-02-21 22:42:53,JaPenWPKL,"🔶 Jalan Salleh 
🔶 Jalan Haji Yaacob

Fokus Penyampaian Maklumat :
📌 Nasihat kesihatan KKM 
📌 Langkah-langkah melindungi diri daripada varian Omicron
📌 Kepentingan dos penggalak vaksin COVID-19 
📌 Kempen Putuskan Rantaian COVID-19
📌 Keluarga Malaysia 

#IOW https://t.co/ILwUy2F5zI",8,9
2022-02-21 22:42:26,jooliet23,"Finally, the covid-19 had been grippling over me. Rasanya? Macem abis vaksin AZ yg pertama. Kepqla sakit, sore throat, batuk kering ringan, idung mampet. Yg paling nyebelin? Linu sebadan. Kek tulang blakang gue macem diremet2 aja gitu.",0,0
2022-02-21 22:42:23,farhana_537,"Healthcare workers, if close contact with positive covid 19 cases, kalau tak ada symptom, RETURN TO WORK, kalau ada symptom, RTK d3, kalau negative, RETURN TO WORK. Pendek kata, HCW ni kebal, tak perlu hso/quarantine. Kami mana boleh sakit, berdosa.",4114,0
2022-02-21 22:41:51,TaveveP,"Stop Covid 19 Dengan Menjaga 5 M 
Nusantara Satukan Indonesia https://t.co/HnwFT8mhf3",0,0
2022-02-21 22:41:17,tsugiana,@detikHealth Mayoritas pasien COVID-19 di Indonesia yang meninggal dunia sudah vaksin lengkap dan punya komorbid. Dan inilah komorbiditas yang paling banyak.,0,0
2022-02-21 22:40:39,Aprilia_wiji,Keberadaan Diaspora yang tersebar di seluruh Indonesia dinilai Menteri BUMN @erickthohir dpt menjadi salah satu faktor dalam membantu pemulihan ekonomi Indonesia pasca pandemi covid-19. #DenganETMerdekaBerdaulat https://t.co/y9wJE0d6wG,19,0
2022-02-21 22:40:16,kabarmalang,"#nawakngalam Berikut tautan utk mengunduh Inmendagri No 12 Tahun 2022 ttg Pemberlakuan PPKM Level 4,3 dan 2 COVID-19 di Jawa dan Bali.

Kota Malang msh Level 3 utk periode 22 s.d 28 Feb 2022.

Jaga prokes. Lengkapi vaksinasi.

https://t.co/8LTGOxIN5s

#PPKM 
#Inmendagri 
#Malang",6,0
2022-02-21 22:39:57,PemkotMalang,"#nawakngalam Berikut tautan utk mengunduh Inmendagri No 12 Tahun 2022 ttg Pemberlakuan PPKM Level 4,3 dan 2 COVID-19 di Jawa dan Bali.

Kota Malang msh Level 3 utk periode 22 s.d 28 Feb 2022.

Jaga prokes. Lengkapi vaksinasi.

https://t.co/8LTGOxIN5s

#PPKM 
#Inmendagri 
#Malang",6,4
2022-02-21 22:39:33,Bisniscom,"Jangan Salah, Cek Fakta dan Mitos Covid-19 Varian Omicron https://t.co/bDjxHMx6pX",0,0
2022-02-21 22:35:33,1626Kodim,"Kegiatan Pencegahan Penyebaran Virus Covid-19 di Wilayah Kecamatan Bangli.

@Korem163Wsa @Kodam9Udayana @TNI_AD @Puspen_TNI @Bangli @Bali #TNI_AD #disiplinprokes #vaksinasicovid19 #bersamarakyattnikuat #infobabinsa https://t.co/OMrn8k7FtF",0,1
2022-02-21 22:35:09,sarawak_news,"Satu kematian akibat COVID-19 dicatatkan di Sarawak 

https://t.co/TGB98GYam1 

#sarawaknews
#hanyauntuksarawak https://t.co/EhoRrAUEYs",0,0
2022-02-21 22:35:02,VIVAlife_,4 Zodiak Gak Berempati hingga Vaksin COVID-19 Dosis 4 https://t.co/R3t8J7pVNO,1,0
2022-02-21 22:34:06,kompascom,5 Berita Terpopuler Tren 22 Februari 2022: PeduliLindungi hilang di App Store | 3.965 mobil wewah tenggelam | Tingkatan gejala Covid-19 https://t.co/n3deEr7fNx,0,1
2022-02-21 22:34:04,kompascom,"Jumlah kasus aktif di Jakarta menurun 6.532 kasus, sehingga kasus aktif saat ini sebanyak 65.059. https://t.co/K5OGq6ALUW",0,1
2022-02-21 22:34:03,VIVAcoid,4 Zodiak Gak Berempati hingga Vaksin COVID-19 Dosis 4 https://t.co/R3t8J7pVNO,1,3
2022-02-21 22:33:42,jiminaxrrn_,"Telah dikonfirmasi bahwa Konser @BTS_twt di Seoul's Olympic stadium disetujui dengan 15k orang per konser, terbesar sejak Covid 19. Total 45rb orang dapat masuk selama 3 hari

Ini berarti BTS memiliki setidaknya 3 kali lebih banyak per sesinya daripada penyanyi lain

+ https://t.co/osRQcN9TYn",704,0
2022-02-21 22:32:09,Beritasatu,"Epidemiolog: Penurunan Kasus Covid-19, Belum Bisa Disebut Sudah Lewati Puncak https://t.co/9TttggmEaV https://t.co/JJlhc4Ca13",1,6
2022-02-21 22:32:07,liputan6dotcom,"Lokasi dan Jadwal Vaksinasi COVID-19 Primer dan Booster DKI Jakarta Hari Ini, 22 Februari 2022 https://t.co/AWvPiT7eOi",0,1
2022-02-21 22:31:41,Mata3Hati,Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 5M https://t.co/JA91WTmZ1D,0,0
2022-02-21 22:31:34,DinkesGtloProv,"Assalamu'alaikum...

#SahabatSehat, jadwal vaksinasi Covid-19 di wilayah Provinsi Gorontalo, Rabu 22 Pebruari 2022.

#AyoPakaiMasker
#AyoCepatVaksin
#GorontaloSehat
#GorontaloHebat
#GorontaloUnggul https://t.co/noVsiHwz5c",0,0
2022-02-21 22:30:33,parkara02,"Telah dikonfirmasi bahwa Konser @BTS_twt di Seoul's Olympic stadium disetujui dengan 15k orang per konser, terbesar sejak Covid 19. Total 45rb orang dapat masuk selama 3 hari

Ini berarti BTS memiliki setidaknya 3 kali lebih banyak per sesinya daripada penyanyi lain

+ https://t.co/osRQcN9TYn",704,0
2022-02-21 22:28:39,QueRaffaell,"INFOGRAFIK

KANAK-KANAK DIJANGKITI COVID-19 PERLU DIVAKSIN ELAK KERADANGAN ORGAN

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #COVID19Malaysia #lindungdirilindungsemua https://t.co/hzJhWfG7T6",15,0
2022-02-21 22:28:10,yudipr,"Tapi khusus di indonesia harus lanjut terusss... Sampe cuan PCR nya maximal.... Wkwkwk...

https://t.co/b2VZERurgZ",1,0
2022-02-21 22:27:34,yudipr,"Tapi khusus di indonesia harus lanjut terusss... Sampe cuan PCR nya maximal.... Wkwkwk...

https://t.co/b2VZERurgZ",1,0
2022-02-21 22:26:58,QueRaffaell,"INFOGRAFIK

KEMATIAN IBU HAMIL AKIBAT KOMPLIKASI COVID-19

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #COVID19Malaysia #lindungdirilindungsemua https://t.co/eW0vPmhKyW",9,0
2022-02-21 22:24:19,KamselHst,"Giat Yustisi SatLantas Polres HST Membagikan Masker dan memberikan himbauan kepada Msyarakat agar menekan angka penyebaran virus Covid-19 di kab.HST, dan mendisiplinkan masyarakat untuk mematuhi Protokol Kesehatan 5M. https://t.co/TC1VgnYfyZ",0,0
2022-02-21 22:23:57,BotakPahlawan,"Penting diingat! Tetap DISIPLIN lakukan protokol kesehatan 6M apapun kegiatan Anda.

Menerapkan 6M merupakan hal utama yang wajib kita lakukan untuk memutus mata rantai penyebaran COVID-19. https://t.co/2XjmkxbQ7X",2,0
2022-02-21 22:23:51,BotakPahlawan,"Presiden: Percepatan Vaksinasi dan Prokes Kunci Pengendalian Omicron

Saat ini, penyebaran kasus Covid-19 varian Omicron di Tanah Air terus mengalami peningkatan. Untuk itu, Presiden @jokowi menegaskan bahwa percepatan vaksinasi dan pengetatan terhadap https://t.co/N1rKNSDyCx",2,0
2022-02-21 22:23:37,BotakPahlawan,"Penting diingat! Tetap DISIPLIN lakukan protokol kesehatan 6M apapun kegiatan Anda.

Menerapkan 6M merupakan hal utama yang wajib kita lakukan untuk memutus mata rantai penyebaran COVID-19. https://t.co/2XjmkxbQ7X",2,2
2022-02-21 22:22:47,samdiwiw,"Ironi Negeri Kaya Sawit, Rakyat Saling Dorong Berebut Minyak Goreng. Makin Ironi Ketika Hal Ini Tidak Terantisipasi, Dan Kasus Yg Sudah Bbrp Hari Ini Tidak Segera Teratasi. Ada masalah Covid, IKN, JHT,Laporan ke KPK dll, tapi kasihanilah mrk;Rakyat NKRI. https://t.co/M4uk0JMOvO",203,0
2022-02-21 22:22:33,QueRaffaell,"21 Februari - 79% daripada 191 kes kematian ibu hamil dijangkiti COVID-19 tahun lepas, tidak divaksin

Ikuti berita penuh di :
https://t.co/XaDZYptRkk

@Khairykj 
@DGHisham 
@KKMPutrajaya 
@KPWKM 

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #KeluargaMalaysia #COVID19Malaysia https://t.co/H9kDiKgXbb",19,0
2022-02-21 22:22:19,SinarDu21276171,Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 5M https://t.co/y3CXioLQc7,0,0
2022-02-21 22:22:17,02Papua,SATGAS COVID-19 IDI JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/L1OVhJml8E,0,0
2022-02-21 22:22:02,02Papua,DOKTER RSND UNDIPI VAKSIN COVID-19 SEBAGAI PERLINDUNGAN AWAL BAGI ANAK https://t.co/bSS5CiZjiu,0,0
2022-02-21 22:21:46,upie_96,"Persipura mendadak urung tanding vs Madura United, yang sudah lebih dulu berada di stadion.

Padahal, sebanyak 21 pemain Persipura terbukti negatif COVID-19, sehingga tidak memenuhi Pasal 52 ayat 7.

PT LIB akan segera memutuskan sikap terhadap Persipura.

📸 @PERSIPURA_ https://t.co/KfGB8vO2TJ",21,0
2022-02-21 22:20:55,Monsteradelly,"Sedih bgt rasanya, circle gue mulai banyak yg kena covid-19 dan makin lama makin dkt pula. 

Get well soon, semoga lekas negatif smuanya...",0,0
2022-02-21 22:20:44,BotakPahlawan,"Presiden: Percepatan Vaksinasi dan Prokes Kunci Pengendalian Omicron

Saat ini, penyebaran kasus Covid-19 varian Omicron di Tanah Air terus mengalami peningkatan. Untuk itu, Presiden @jokowi menegaskan bahwa percepatan vaksinasi dan pengetatan terhadap https://t.co/N1rKNSDyCx",2,2
2022-02-21 22:18:43,mediaindonesia,"Pada tahun ini, Oscar mengundang 2.500 orang untuk hadir di gedung teater itu, yang dalam situasi normal bisa menampung sebanyak 3.317 orang.  https://t.co/MUmQKhUb1f",0,0
2022-02-21 22:18:12,ilhammm15432669,"Covid-19 belum hilang, mari sukseskan Vaksinasi Presisi Polresta Banyumas. Wujudkan Kabupaten Banyumas mencapai Herd Immunity dengan melakukan vaksin untuk masyarakat yang lebih sehat, kuat dan produktif
@kapolresta_banyumas
@divisihumaspolri
@humas_poldajateng
@polresta_banyumas https://t.co/FLuKzBS8i5",0,0
2022-02-21 22:18:04,damai_01,SATGAS COVID-19 IDI JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/1K39Hj4PT2,0,0
2022-02-21 22:18:03,QueRaffaell,"COVID-19 | Sebanyak 26,832 kes harian baharu dilaporkan semalam 

Layari https://t.co/aI9mOMoDLA untuk maklumat lanjut. https://t.co/btAPVUAnRz",32,0
2022-02-21 22:17:58,QueRaffaell,"COVID-19 | Indonesia berhasrat melancarkan vaksin COVID-19 buatan sendiri Ogos ini, dengan fasa pertama ujian klinikal untuk vaksin itu kini sedang dijalankan.

Video penuh di https://t.co/LWLaxaReKa https://t.co/5HQkeQ4Qd7",8,0
2022-02-21 22:17:48,damai_01,DOKTER RSND UNDIPI VAKSIN COVID-19 SEBAGAI PERLINDUNGAN AWAL BAGI ANAK https://t.co/mwjUaUgCjB,0,0
2022-02-21 22:17:47,FirmRei,"Kasus Covid-19 Meningkat, Kadinkes Makassar: Bor Masih Aman https://t.co/t1AaOLKLWB",0,0
2022-02-21 22:17:32,bola_indonesia,"Bukan Dianggap Situasi COVID-19, Persipura Jayapura Terancam Kalah WO https://t.co/OHx4JjUrs4",0,0
2022-02-21 22:16:07,QueRaffaell,"PICKids | Pendaftaran Program Imunisasi COVID-19 Kebangsaan Kanak-Kanak (PICKids) kini melepasi sejuta individu, selepas tiga minggu pelaksanaannya.
 
Video penuh di: https://t.co/ZprMQ1ziJ6 https://t.co/UvZZKwfbbb",4,0
2022-02-21 22:15:50,JEIN32043025,SATGAS COVID-19 IDI JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/vogwewyBzm,0,0
2022-02-21 22:15:36,JEIN32043025,DOKTER RSND UNDIPI VAKSIN COVID-19 SEBAGAI PERLINDUNGAN AWAL BAGI ANAK https://t.co/PpEut7vOsg,0,0
2022-02-21 22:15:21,herubadala,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:15:00,hariankompas,"Jumlah kasus Covid-19 di Papua sudah mencapai rata-rata 800 kasus per hari. Epidemiolog meminta pemerintah daerah setempat lebih aktif membatasi aktivitas masyarakat. #Nusantara #AdadiKompas @justsayabi

https://t.co/KZ0eSNFVAU",1,1
2022-02-21 22:13:50,Mauri_SMM_SEO,#CoronavirusWorld data ! ;) #CoronaVirusUpdates #coronavirus #COVID19 #Covid_19 #COVID__19 #covid https://t.co/wFvMHSPBRp,1,0
2022-02-21 22:13:24,BENGBEN42084166,SATGAS COVID-19 IDI JAMIN VAKSIN BOOSTER AMAN DARI EFEK SAMPING https://t.co/qibXU6OJAN,0,0
2022-02-21 22:13:23,Mauri_SMM_SEO,#CoronavirusWorld data ! ;) #CoronaVirusUpdates #coronavirus #COVID19 #Covid_19 #COVID__19 #covid https://t.co/wFvMHSPBRp,1,0
2022-02-21 22:12:48,Alfian_Tiati,"Yes. Pandemi covid-19 menjadi salah satu sebab utama kenaikan harga-harga komoditas pertanian. Gak hanya pada kedelai saja. 

Faktor labour &amp; raw material shortage hingga tingginya cost angkutan laut juga disebut jadi faktor naiknya harga. 
https://t.co/d9BUNKRQWv",8,0
2022-02-21 22:12:43,BENGBEN42084166,DOKTER RSND UNDIPI VAKSIN COVID-19 SEBAGAI PERLINDUNGAN AWAL BAGI ANAK https://t.co/yB5tpkkAdP,0,0
2022-02-21 22:11:45,MadyapadmaJP,Update perkembangan Covid-19 Senin (21/02) https://t.co/SQsXNexSX9,0,0
2022-02-21 22:10:01,BelianaY,@KKMPutrajaya Hi @my_sejahtera @MyHEALTHKKM  apps ada problem ke. Dari semalam selepas update apps my sejahtera dan covid-19 status My portal still biru ( anak saya disahkan positif) dan jadi no vaccinated Utk husband..,0,0
2022-02-21 22:08:49,QueRaffaell,"Peratusan liputan vaksinasi mengikut jenis sekolah. 

Vaksin COVID-19 dapat melindungi anak anda daripada gejala serius COVID-19. Lindungi mereka.

#PICKids https://t.co/seq9xmYiRJ",63,0
2022-02-21 22:08:31,pidressitubondo,"Swab Tes Antigen Rutin, Upaya AKBP Andi Sinjaya Mitigasi Covid-19 di Polres Situbondo https://t.co/THA4PXVI75",3,4
2022-02-21 22:07:04,_SEKNAS_RI,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:05:44,parwatyRizky,"Untuk Ekspansi Bisnis Internasional
Mentri BUMN @erickthohir Minta BNI Sasar 8 Jt Diaspora

Dengan demikian diaspora dapat menjadi salah satu faktor kunci dalam membantu pemulihan ekonomi Indonesia pasca pandemi Covid-19

#DenganETMerdekaBerdaulat
 https://t.co/HlDxmFrpqI https://t.co/idWqI5VGTn",30,0
2022-02-21 22:05:33,shanmu13063011,"KKM menggalakkan orang ramai untuk mendapatkan vaksin COVID-19 untuk anak-anak yang berumur 5 hingga 11 tahun dengan segera.

@KKMPutrajaya

#MenangBersama
#LindungDiriLindungSemua https://t.co/FXdI10ERPH",11,0
2022-02-21 22:05:13,PTJASAMARGA,"Hallo Kawan JM

Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimanapun dan kapanpun jangan lupa untuk 6M ya!

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/McqzrV2V2C",0,0
2022-02-21 22:04:51,bingbangk,Pemerintah memberlakukan kepesertaan BPJS Kesehatan sebagai syarat mengakses berbagai layanan publik. Pemaksaan itu ditengarai untuk menahan potensi defisit keuangan pasca-pandemi Covid-19. Pemerintah diminta mengupayakan cara lain yang tak… https://t.co/HEvoSs9aU1 #KoranTempo,5,0
2022-02-21 22:04:08,Rosedah76,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:03:47,jokitugasnomor1,"93. Joki Tugas Esai Perlindungan HAM di ASEAN &amp; Uni Eropa Kuliah HI Sem 3
94. Joki Tugas Gambar, Letak, Fungsi, &amp; Enzim Lambung Biologi 11 SMA
95. Joki Tugas Essay Pengendalian Covid 19 di Negara Maju HI Kuliah Sem 3
96. Joki Tugas Artikel Kepemilikan Dalam Islam Kuliah Sem 3 https://t.co/6s2Fh5W0U0",0,0
2022-02-21 22:03:20,dubie_tina,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:02:12,rctvcirebon,Kasus covid-19 kembali melonjak per tanggal 21 Februari di Kuningan. Krisis Center mencatat sebanyak 878 warga menjalani karantina pada... - https://t.co/Krb3z9AQs4 https://t.co/tbvmnB3Hcd,0,0
2022-02-21 22:01:27,TidarPerkasa,Semoga pasien Covid-19 diberikan sekembuhan hari ini. aamiin #COVID19indonesia,0,0
2022-02-21 22:00:45,Yulia_NS79,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 22:00:12,buletinfm,"Setiap di antara kita memainkan peranan dan tanggungjawab yang sangat penting dalam memutuskan rantaian COVID-19. Oleh itu, marilah kita bersama-sama menjalankan tanggungjawab kita.

#BuletinFM
#covid19
#LindungDiriLindungSemua

Sumber: @JPenerangan https://t.co/g2HdRE9QZX",0,2
2022-02-21 22:00:01,501Awani,"PRN Johor : Undi pos dapat bantu selesaikan masalah rakyat risau &amp; pesakit COVID-19 mahu mengundi - G. Manimaran

#AgendaAWANI #PRNJohor #JohorMemilih https://t.co/b373Pm7GxV",3,6
2022-02-21 21:59:09,CommuterLine,"#RekanCommuters Tetap patuhi marka jaga jarak, tidak makan-minum dan berbicara secara langsung maupun melalui telepon genggam untuk mendukung upaya pencegahan Covid-19 saat berada di Commuterline.

#CovidSafeBUMN
#NewNormal
#BUMNLawanCorona
#BUMNUntukIndonesia
#KCILawanCorona https://t.co/WNS6beUDPY",0,0
2022-02-21 21:58:17,HanaBie20,"Pemberian vaksin kepada golongan kanak² yg berusia 5-11 tahun berupaya untuk meningkatkan tindak balas imun terhadap penyakit COVID-19 &amp;mengurangkan risiko mendapat penyakit COVID-19 yg serius.

✅Dikongsikan pesanan kepada ibu bapa yg membawa 👧👦mereka untuk mendapatkan vaksin. https://t.co/hUA8ZitxGp",80,0
2022-02-21 21:56:07,DwiNoviapuspit1,"Update Cakupan Vaksinasi COVID-19 di Indonesia (20/2)
 
#ayovaksin 
#Vaksinasi https://t.co/lZZ0EJFLSx",22,0
2022-02-21 21:56:06,MustBee17,"Menteri BUMN Erick Thohir : Ekspansi Bisnis Internasional BNI Sasar 8 juta Diaspora.
Di masa pandemi Covid 19 sperti skarang ini Bank BNI utamakan Ekosistem Internasional sbagai bentuk Pemulihan Ekonomi Indonesia .
.
.
.
Mantoooooeelll...!

@erickthohir 
#DenganETMerdekaBerdaulat https://t.co/aOwlDFuRYj",30,0
2022-02-21 21:55:48,BiancaSlavina,Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 5M. Nusantara Satukan Indonesia https://t.co/dYHyefEEY8,0,0
2022-02-21 21:55:45,DwiNoviapuspit1,"Update Cakupan Vaksinasi COVID-19 di Indonesia (21/2)
 
#ayovaksin 
#Vaksinasi https://t.co/daOWUxKCus",12,0
2022-02-21 21:55:37,BiancaSlavina,Pentingnya Disiplin Protokol Kesehatan Demi Melindungi Diri Dan Keluarga Sehingga Terhindar Dari Berbagai Varian Covid-19. Nusantara Satukan Indonesia https://t.co/ZCXYW49rO6,0,0
2022-02-21 21:55:03,tawaufm,"KKM ingin menasihati ibu hamil dan ahli keluarga agar terus patuh kepada SOP dan norma baharu bagi mencegah jangkitan COVID-19 👨‍👩‍👧‍👦

Sekiranya ibu hamil 🤰didapati positif COVID-19, sila hadir ke Pusat Penilaian COVID-19 (CAC) bagi penilaian risiko kesihatan 
@KKMPutrajaya https://t.co/r0P2t5pcEg",0,0
2022-02-21 21:53:33,tawaufm,"INFOGRAFIK

KEMATIAN IBU HAMIL AKIBAT KOMPLIKASI COVID-19

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #COVID19Malaysia #lindungdirilindungsemua 

@RTM_Malaysia https://t.co/6k4lyogrS4",0,0
2022-02-21 21:52:59,_DES9_,@beritaKBR (4) Terlihat Korban Covid-19 Tergeletak di Jalanan Ternyata Hanya Akting Belaka | https://t.co/qZChaGamWs ... https://t.co/7a5jDgpFeF,1,0
2022-02-21 21:51:40,tawaufm,"Peratusan liputan vaksinasi mengikut jenis sekolah. 

Vaksin COVID-19 dapat melindungi anak anda daripada gejala serius COVID-19. Lindungi mereka.

@JKJAVMY https://t.co/dS78jjk4fo",0,0
2022-02-21 21:50:50,AureliaAyudia,Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 5M. Nusantara Satukan Indonesia https://t.co/028YzskLnz,0,0
2022-02-21 21:50:40,tawaufm,"DASHBOARD INFOGRAFIK, 21 Februari 2022

➡️ Status Terkini Kategori Kes Klinikal
➡️ Kapasiti Penggunaan Katil di Hospital COVID-19",0,0
2022-02-21 21:50:36,AureliaAyudia,Pentingnya Disiplin Protokol Kesehatan Demi Melindungi Diri Dan Keluarga Sehingga Terhindar Dari Berbagai Varian Covid-19. Nusantara Satukan Indonesia https://t.co/Yo50L2PEuS,0,0
2022-02-21 21:50:33,feyxoopenny,"Telah dikonfirmasi bahwa Konser @BTS_twt di Seoul's Olympic stadium disetujui dengan 15k orang per konser, terbesar sejak Covid 19. Total 45rb orang dapat masuk selama 3 hari

Ini berarti BTS memiliki setidaknya 3 kali lebih banyak per sesinya daripada penyanyi lain

+ https://t.co/osRQcN9TYn",704,0
2022-02-21 21:50:24,tawaufm,"➡️ Statistik Vaksinasi Negeri Sabah
➡️ Pematuhan SOP Fasa 4
➡️ Penguatkuasaan SOP Perairan Negeri Sabah
➡️ Rondaan Agen Basmi COVID-19 (ABC) Dan Pemantauan Pematuhan SOP",0,0
2022-02-21 21:50:08,NabilaAr__,"Untuk Ekspansi Bisnis Internasional
Mentri BUMN @erickthohir Minta BNI Sasar 8 Jt Diaspora

Dengan demikian diaspora dapat menjadi salah satu faktor kunci dalam membantu pemulihan ekonomi Indonesia pasca pandemi Covid-19

#DenganETMerdekaBerdaulat
 https://t.co/HlDxmFrpqI https://t.co/idWqI5VGTn",30,0
2022-02-21 21:49:18,batu_pii,"Wali Kota Batu Dewanti Rumpoko meminta pemerintah desa dan kelurahan untuk berperan aktif dalam penanganan Covid-19.
https://t.co/CpQEcGX11P",0,0
2022-02-21 21:49:13,WajahPribumiii,"3. Pandemi Covid 19 ; ini merupakan penyebab utama dari segala masalah yg terjadi di seluruh dunia.

Arus logistik terganggu, permintaan menurun, produksi berkurang. Disamping itu terjadinya krisis energi di uni eropa, Tiongkok &amp; India. 
Lanjut...",18,0
2022-02-21 21:46:49,tawaufm,"Kenyataan Media YB Menteri Kerajaan Tempatan dan Perumahan dan Menteri Kewangan II Negeri Sabah 21 Februari 2022

Sumber: Jawatankuasa Pengurusan Bencana COVID-19 Negeri Sabah

#JaPenSabah
#KeluargaMalaysia
#LindungDiriLindungSemua https://t.co/hp79vJTt85",0,0
2022-02-21 21:46:37,aprian_dito,@mahasiswigenz @YahyaCStaquf Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes https://t.co/zf4qqEYmko,0,1
